bookid,bmi
data/morph/248038.jpg,39.04780797460821
data/morph/250464.jpg,29.285855980956157
data/morph/263711.jpg,42.82083595883218
data/morph/270020.jpg,23.025951121189213
data/morph/277774.jpg,29.52702702702703
data/morph/279426.jpg,19.004108996539788
data/morph/279799.jpg,28.886245674740486
data/morph/280669.jpg,43.84940966807753
data/morph/281182.jpg,21.1071495590167
data/morph/282214.jpg,28.478009259259263
data/morph/282516.jpg,21.766747982735968
data/morph/283490.jpg,33.469549692521326
data/morph/283516.jpg,31.56326530612245
data/morph/284580.jpg,44.93243243243244
data/morph/285405.jpg,26.850694444444446
data/morph/285439.jpg,22.426346406455245
data/morph/285550.jpg,32.887057251058145
data/morph/285565.jpg,22.88699852972065
data/morph/285657.jpg,19.523903987304106
data/morph/285735.jpg,22.044766435986162
data/morph/285929.jpg,30.512152777777782
data/morph/285997.jpg,34.36888888888889
data/morph/286540.jpg,16.734774846260663
data/morph/286715.jpg,33.90239197530864
data/morph/286819.jpg,23.170166015625
data/morph/286938.jpg,28.693877551020414
data/morph/286968.jpg,18.651020408163266
data/morph/287006.jpg,24.32525951557093
data/morph/287086.jpg,26.959459459459463
data/morph/287504.jpg,20.221186272564967
data/morph/287589.jpg,23.08594483017452
data/morph/287593.jpg,7.7146776406035675
data/morph/287634.jpg,31.014705882352942
data/morph/287937.jpg,27.121913580246915
data/morph/288202.jpg,22.955102040816325
data/morph/288421.jpg,23.878378378378375
data/morph/288444.jpg,28.242653810835627
data/morph/288446.jpg,30.110859158478213
data/morph/288586.jpg,23.625288804872927
data/morph/288686.jpg,24.38979591836735
data/morph/288728.jpg,33.08425160697888
data/morph/288733.jpg,32.68706747404844
data/morph/288746.jpg,30.81081081081081
data/morph/288775.jpg,28.693877551020414
data/morph/288892.jpg,35.42454018644496
data/morph/289140.jpg,22.31201171875
data/morph/289141.jpg,19.13491124260355
data/morph/289143.jpg,25.064740101332326
data/morph/289200.jpg,28.33963214915596
data/morph/289273.jpg,36.75662000337325
data/morph/289397.jpg,22.044766435986162
data/morph/289448.jpg,23.745777777777782
data/morph/289551.jpg,23.67244897959184
data/morph/289590.jpg,30.40657439446367
data/morph/289594.jpg,26.496726839912714
data/morph/289685.jpg,32.0749851219996
data/morph/289784.jpg,26.51585663351473
data/morph/289809.jpg,25.056805524615733
data/morph/289849.jpg,25.98817789453931
data/morph/290060.jpg,27.121913580246915
data/morph/290118.jpg,28.886245674740486
data/morph/290173.jpg,23.513427734375
data/morph/290248.jpg,23.625288804872927
data/morph/290273.jpg,26.959459459459463
data/morph/290302.jpg,20.980257116620752
data/morph/290350.jpg,28.693877551020414
data/morph/290418.jpg,25.085423875432525
data/morph/290503.jpg,27.25918367346939
data/morph/290505.jpg,20.358654488750282
data/morph/290667.jpg,22.955102040816325
data/morph/290727.jpg,30.81081081081081
data/morph/290774.jpg,35.122878086419746
data/morph/290882.jpg,25.014921946740127
data/morph/290915.jpg,32.104032078413894
data/morph/290972.jpg,31.660724338525053
data/morph/291027.jpg,19.483497102544717
data/morph/291140.jpg,22.148708254568373
data/morph/291182.jpg,31.660724338525053
data/morph/291385.jpg,25.107142857142854
data/morph/291404.jpg,27.4609375
data/morph/291489.jpg,20.91846855782583
data/morph/291530.jpg,29.022330643647965
data/morph/291544.jpg,25.101869355177485
data/morph/291561.jpg,25.84015963032976
data/morph/291667.jpg,22.594123048668504
data/morph/291675.jpg,23.12828402366864
data/morph/291702.jpg,28.5885736956953
data/morph/291737.jpg,22.496
data/morph/291742.jpg,37.36139040505602
data/morph/291746.jpg,27.454437869822485
data/morph/291796.jpg,27.3659169550173
data/morph/291898.jpg,24.40487998413013
data/morph/291931.jpg,25.064740101332326
data/morph/291937.jpg,28.793320730938877
data/morph/291955.jpg,25.84015963032976
data/morph/292132.jpg,24.62932525951557
data/morph/292155.jpg,22.31201171875
data/morph/292173.jpg,20.524437716262977
data/morph/292177.jpg,27.3659169550173
data/morph/292182.jpg,18.792604143461798
data/morph/292193.jpg,25.799444554651856
data/morph/292194.jpg,31.452702702702698
data/morph/292207.jpg,26.57844990548204
data/morph/292212.jpg,38.73673469387755
data/morph/292219.jpg,22.860301768990634
data/morph/292260.jpg,34.66216216216216
data/morph/292282.jpg,20.221186272564967
data/morph/292306.jpg,25.014921946740127
data/morph/292313.jpg,32.484772106700284
data/morph/292328.jpg,19.801146905043012
data/morph/292332.jpg,29.85651974288338
data/morph/292348.jpg,26.54183673469388
data/morph/292411.jpg,21.284602076124564
data/morph/292423.jpg,25.033783783783782
data/morph/292479.jpg,20.221186272564967
data/morph/292491.jpg,28.0550304557866
data/morph/292512.jpg,26.21415973796926
data/morph/292527.jpg,27.121913580246915
data/morph/292563.jpg,26.54183673469388
data/morph/292570.jpg,25.102162269391
data/morph/292606.jpg,24.820204081632646
data/morph/292626.jpg,22.426346406455245
data/morph/292640.jpg,21.284602076124564
data/morph/292673.jpg,27.40588104254845
data/morph/292679.jpg,29.013513513513512
data/morph/292680.jpg,25.056805524615733
data/morph/292686.jpg,32.997959183673466
data/morph/292688.jpg,24.84303090072321
data/morph/292702.jpg,43.329368512110726
data/morph/292713.jpg,24.32525951557093
data/morph/292728.jpg,22.044766435986162
data/morph/292741.jpg,24.853535353535356
data/morph/292751.jpg,21.254724111866967
data/morph/292779.jpg,30.78224852071006
data/morph/292781.jpg,30.12857142857143
data/morph/292825.jpg,26.57844990548204
data/morph/292847.jpg,23.73167438271605
data/morph/292848.jpg,19.764273356401386
data/morph/292861.jpg,23.70759769886927
data/morph/292900.jpg,28.126081314878892
data/morph/292941.jpg,25.056805524615733
data/morph/292959.jpg,25.056805524615733
data/morph/293015.jpg,25.102162269391
data/morph/293063.jpg,23.490755179327245
data/morph/293100.jpg,20.595703125
data/morph/293101.jpg,24.32525951557093
data/morph/293112.jpg,19.89864864864865
data/morph/293122.jpg,23.12088888888889
data/morph/293125.jpg,31.56326530612245
data/morph/293130.jpg,24.32525951557093
data/morph/293167.jpg,27.49511111111111
data/morph/293170.jpg,21.520408163265305
data/morph/293177.jpg,25.176308539944905
data/morph/293183.jpg,29.285855980956157
data/morph/293204.jpg,20.17332415059688
data/morph/293219.jpg,24.409722222222218
data/morph/293234.jpg,21.766747982735968
data/morph/293250.jpg,20.980257116620752
data/morph/293256.jpg,29.85651974288338
data/morph/293262.jpg,21.41041797941609
data/morph/293273.jpg,25.799444554651856
data/morph/293302.jpg,21.96875
data/morph/293325.jpg,23.490755179327245
data/morph/293345.jpg,18.129339416782386
data/morph/293351.jpg,26.496726839912714
data/morph/293419.jpg,28.18890621519269
data/morph/293441.jpg,25.064740101332326
data/morph/293467.jpg,22.707730006683008
data/morph/293494.jpg,21.69753086419753
data/morph/293500.jpg,25.056805524615733
data/morph/293536.jpg,25.799444554651856
data/morph/293546.jpg,27.25918367346939
data/morph/293581.jpg,37.925849403122136
data/morph/293587.jpg,33.766782407407405
data/morph/293591.jpg,29.285855980956157
data/morph/293626.jpg,28.478009259259263
data/morph/293634.jpg,23.625288804872927
data/morph/293637.jpg,32.5462962962963
data/morph/293674.jpg,26.57844990548204
data/morph/293702.jpg,25.799444554651856
data/morph/293757.jpg,17.972972972972972
data/morph/293789.jpg,25.056805524615733
data/morph/293790.jpg,28.478009259259263
data/morph/293813.jpg,20.358654488750282
data/morph/293814.jpg,27.3659169550173
data/morph/293822.jpg,27.472922039277922
data/morph/293826.jpg,25.82448979591837
data/morph/293827.jpg,20.221186272564967
data/morph/293844.jpg,25.107142857142854
data/morph/293851.jpg,25.675675675675677
data/morph/293856.jpg,37.7587890625
data/morph/293861.jpg,25.82448979591837
data/morph/293864.jpg,25.107142857142854
data/morph/293870.jpg,25.82448979591837
data/morph/293878.jpg,23.025951121189213
data/morph/293898.jpg,34.96756055363322
data/morph/293899.jpg,26.144628099173552
data/morph/293907.jpg,29.68192906736724
data/morph/293929.jpg,25.682791635172592
data/morph/293964.jpg,27.33888888888889
data/morph/293971.jpg,25.102162269391
data/morph/293974.jpg,30.262051180321365
data/morph/293982.jpg,26.57844990548204
data/morph/293983.jpg,33.89189189189189
data/morph/294019.jpg,24.32525951557093
data/morph/294039.jpg,25.821854912764007
data/morph/294043.jpg,21.907894736842106
data/morph/294074.jpg,23.625288804872927
data/morph/294081.jpg,25.799444554651856
data/morph/294082.jpg,25.82448979591837
data/morph/294117.jpg,44.63243484072176
data/morph/294130.jpg,30.12857142857143
data/morph/294153.jpg,37.30204081632653
data/morph/294170.jpg,30.81081081081081
data/morph/294172.jpg,30.828132906054982
data/morph/294173.jpg,33.670082423702375
data/morph/294178.jpg,41.04887543252595
